GEMS Contest ID,Registered Voters for District,Total Votes,Election Year,Election Month,Election Type
Renton School District No. 403 Proposition No. 3,56811,17207,2012,February,special election
Vashon Island School District No. 402 Proposition No. 1,7873,3631,2012,February,special election
Tukwila School District No. 406 Proposition No. 1,6329,1709,2012,February,special election
King County Proposition No. 1 Veterans and Human Services Levy,1094533,338255,2011,November,general election
Metropolitan King County Council District No. 6 nonpartisan office,121139,37748,2011,November,general election
"Court of Appeals, Division No. 1, District No. 1",1094533,338255,2011,November,general election
Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office,140886,36993,2011,November,general election
Federal Way School District No. 210 Director District No. 3 nonpartisan office,62428,16601,2011,November,general election
Soos Creek Water and Sewer District Commissioner Position No. 1 nonpartisan office,61388,15635,2011,November,general election
"King County Fire Protection District No. 43 Commissioner Position No. 4 nonpartisan office, short and full term",23195,6275,2011,November,general election
Metropolitan King County Council District No. 8 nonpartisan office,110649,38512,2011,November,general election
"King County Water District No. 20 Commissioner Position No. 3 nonpartisan office, unexpired 4-year term",13686,3658,2011,November,general election
City of Burien Council Position No. 2 nonpartisan office,22330,6867,2011,November,general election
City of Burien Council Position No. 4 nonpartisan office,22330,6867,2011,November,general election
Seattle School District No. 1 Director District No. 6 nonpartisan office,53574,20991,2011,November,general election
City of Federal Way Council Position No. 3 nonpartisan office,40722,10747,2011,November,general election
City of Kent Council Position No. 3 nonpartisan office,50664,13066,2011,November,general election
City of Kent Council Position No. 5 nonpartisan office,50664,13066,2011,November,general election
City of Kent Council Position No. 7 nonpartisan office,50664,13066,2011,November,general election
City of Kirkland Council Position No. 2 nonpartisan office,47724,13440,2011,November,general election
City of Kirkland Council Position No. 6 nonpartisan office,47724,13440,2011,November,general election
King County Fire Protection District No. 16 Commissioner Position No. 1 nonpartisan office,23325,7793,2011,November,general election
City of Lake Forest Park Mayor nonpartisan office,9390,3958,2011,November,general election
"City of Milton Mayor nonpartisan office, unexpired 2-year term",579,218,2011,November,general election
City of Newcastle Council Position No. 4 nonpartisan office,6203,1749,2011,November,general election
City of Renton Council Position No. 5 nonpartisan office,42903,11104,2011,November,general election
City of Sammamish Council Position No. 4 nonpartisan office,27268,6875,2011,November,general election
City of Seattle Council Position No. 1 nonpartisan office,379450,138108,2011,November,general election
City of Seattle Council Position No. 9 nonpartisan office,379450,138108,2011,November,general election
City of Seattle Referendum 1,379450,138108,2011,November,general election
Seattle School District No. 1 Director District No. 2 nonpartisan office,59774,21550,2011,November,general election
Seattle School District No. 1 Director District No. 1 nonpartisan office,54328,20834,2011,November,general election
Seattle School District No. 1 Director District No. 3 nonpartisan office,54421,20512,2011,November,general election
City of SeaTac Council Position No. 3 nonpartisan office,10121,2946,2011,November,general election
City of Tukwila Council Position No. 6 nonpartisan office,7091,2073,2011,November,general election
City of Tukwila Proposition No. 1 Formation and Funding of Tukwila Pool Metropolitan Park District,7091,2073,2011,November,general election
Assessor  nonpartisan office,1082929,564331,2011,August,primary election
"Court of Appeals, Division No. 1, District No. 1 Judge Position No. 2 nonpartisan office",1082929,564331,2011,August,primary election
Director of Elections  nonpartisan office,1082929,564331,2011,August,primary election
King County Fire Protection District No. 34 Commissioner Position No. 1 nonpartisan office,12807,7085,2011,August,primary election
"King County Fire Protection District No. 34 Commissioner Position No. 3 nonpartisan office, unexpired 4-year term",12807,7085,2011,August,primary election
King County Fire Protection District No. 45 Commissioner Position No. 1 nonpartisan office,7522,3886,2011,August,primary election
Lake Washington School District No. 414 Director District No. 1 nonpartisan office,99916,51732,2011,August,primary election
Lake Washington School District No. 414 Director District No. 2 nonpartisan office,99916,51732,2011,August,primary election
Lake Washington School District No. 414 Director District No. 5 nonpartisan office,99916,51732,2011,August,primary election
Port of Seattle Commissioner Position No. 2 nonpartisan office,1082929,564331,2011,August,primary election
Port of Seattle Commissioner Position No. 5 nonpartisan office,1082929,564331,2011,August,primary election
Proposed by Initiative Petition  Initiative Measure No. 1183,1082929,564331,2011,August,primary election
Proposed by Initiative Petition Initiative Measure No. 1125,1082929,564331,2011,August,primary election
Proposed by Initiative Petition Initiative Measure No. 1163,1082929,564331,2011,August,primary election
Proposed to the People by the Legislature Amendment to the State Constitution Senate Joint Resolution No. 8205,1082929,564331,2011,August,primary election
Proposed to the People by the Legislature Amendment to the State Constitution Senate Joint Resolution No. 8206,1082929,564331,2011,August,primary election
Public Hospital District No. 2 Commissioner District No. 3 nonpartisan office,158612,83906,2011,August,primary election
Riverview School District No. 407 Director District No. 2 nonpartisan office,12316,6549,2011,August,primary election
Riverview School District No. 407 Director District No. 3 nonpartisan office,12316,6549,2011,August,primary election
Riverview School District No. 407 Director District No. 4 nonpartisan office,12316,6549,2011,August,primary election
Woodinville Fire & Rescue Commissioner Position No. 1 nonpartisan office,25930,14499,2011,August,primary election
Fall City Metropolitan Park District Commissioner Position No. 3 nonpartisan office,3767,2186,2011,August,primary election
Fall City Water District Commissioner Position No. 1 nonpartisan office,1601,916,2011,August,primary election
King County Fire Protection District No. 10 Commissioner Position No. 1 nonpartisan office,20731,11047,2011,August,primary election
"King County Fire Protection District No. 10 Commissioner Position No. 2 nonpartisan office, short and full term",20731,11047,2011,August,primary election
King County Fire Protection District No. 27 Commissioner Position No. 1 nonpartisan office,3411,1989,2011,August,primary election
"Public Hospital District No. 4 Commissioner Position No. 3 nonpartisan office, short and full term",23561,13577,2011,August,primary election
Snoqualmie Valley School District No. 410 Director District No. 2 nonpartisan office,21740,12619,2011,August,primary election
Snoqualmie Valley School District No. 410 Director District No. 3 nonpartisan office,21740,12619,2011,August,primary election
Snoqualmie Valley School District No. 410 Director District No. 5 nonpartisan office,21740,12619,2011,August,primary election
Northshore School District No. 417 Director District No. 2 nonpartisan office,48116,26477,2011,August,primary election
Northshore School District No. 417 Director District No. 3 nonpartisan office,48116,26477,2011,August,primary election
Woodinville Water District Commissioner Position No. 1 nonpartisan office,28143,15407,2011,August,primary election
Woodinville Water District Commissioner Position No. 5 nonpartisan office,28143,15407,2011,August,primary election
Auburn School District No. 408 Director District No. 1 nonpartisan office,34988,16932,2011,August,primary election
Auburn School District No. 408 Director District No. 2 nonpartisan office,34988,16932,2011,August,primary election
Auburn School District No. 408 Director District No. 4 nonpartisan office,34988,16932,2011,August,primary election
City of Algona Council Position No. 1 nonpartisan office,1339,574,2011,August,primary election
City of Algona Council Position No. 3 nonpartisan office,1339,574,2011,August,primary election
City of Algona Council Position No. 5 nonpartisan office,1339,574,2011,August,primary election
City of Algona Mayor nonpartisan office,1339,574,2011,August,primary election
Federal Way School District No. 210 Director District No. 2 nonpartisan office,61141,28844,2011,August,primary election
Federal Way School District No. 210 Director District No. 3 nonpartisan office,61141,28844,2011,August,primary election
Federal Way School District No. 210 Director District No. 5 nonpartisan office,61141,28844,2011,August,primary election
Bellevue School District No. 405 Director District No. 1 nonpartisan office,67856,36981,2011,August,primary election
Bellevue School District No. 405 Director District No. 2 nonpartisan office,67856,36981,2011,August,primary election
Bellevue School District No. 405 Director District No. 4 nonpartisan office,67856,36981,2011,August,primary election
King County Fire Protection District No. 14 Commissioner Position No. 1 nonpartisan office,2320,1168,2011,August,primary election
Metropolitan King County Council District No. 6 nonpartisan office,120519,65337,2011,August,primary election
King County Fire Protection District No. 38 Commissioner Position No. 1 nonpartisan office,6558,3857,2011,August,primary election
"King County Fire Protection District No. 38 Commissioner Position No. 2 nonpartisan office, unexpired 2-year term",6558,3857,2011,August,primary election
Si View Metropolitan Park District  Proposition No. 2 One-Year Operations and Maintenance Levy,9787,5870,2011,August,primary election
Si View Metropolitan Park District Commissioner Position No. 1 nonpartisan office,9787,5870,2011,August,primary election
Si View Metropolitan Park District Proposition No. 1 Protection of Current Tax Levy from Prorationing,9787,5870,2011,August,primary election
King County Fire Protection District No. 20 Commissioner Position No. 1 nonpartisan office,7493,3326,2011,August,primary election
Metropolitan King County Council District No. 2 nonpartisan office,119866,60522,2011,August,primary election
Public Hospital District No. 1 Commissioner District No. 1 nonpartisan office,139404,66743,2011,August,primary election
Renton School District No. 403 Director District No. 1 nonpartisan office,56377,26455,2011,August,primary election
Renton School District No. 403 Director District No. 3 nonpartisan office,56377,26455,2011,August,primary election
Renton School District No. 403 Director District No. 4 nonpartisan office,56377,26455,2011,August,primary election
Skyway Water and Sewer District Commissioner Position No. 1 nonpartisan office,6981,3117,2011,August,primary election
Lakehaven Utility District Commissioner Position No. 1 nonpartisan office,57774,27384,2011,August,primary election
"Lakehaven Utility District Commissioner Position No. 4 nonpartisan office, unexpired 2-year term",57774,27384,2011,August,primary election
South King Fire and Rescue Commissioner Position No. 4 nonpartisan office,68130,32684,2011,August,primary election
South King Fire and Rescue Commissioner Position No. 5 nonpartisan office,68130,32684,2011,August,primary election
Kent School District No. 415 Director District No. 1 nonpartisan office,76473,36790,2011,August,primary election
Kent School District No. 415 Director District No. 2 nonpartisan office,76473,36790,2011,August,primary election
Kent School District No. 415 Director District No. 3 nonpartisan office,76473,36790,2011,August,primary election
"King County Fire Protection District No. 40 Commissioner Position No. 1 nonpartisan office, short and full term",12360,6441,2011,August,primary election
"King County Fire Protection District No. 40 Commissioner Position No. 4 nonpartisan office, unexpired 2-year term",12360,6441,2011,August,primary election
Soos Creek Water and Sewer District Commissioner Position No. 1 nonpartisan office,60994,29950,2011,August,primary election
Issaquah School District No. 411 Director District No. 1 nonpartisan office,58258,30575,2011,August,primary election
Issaquah School District No. 411 Director District No. 3 nonpartisan office,58258,30575,2011,August,primary election
Issaquah School District No. 411 Director District No. 5 nonpartisan office,58258,30575,2011,August,primary election
King County Fire Protection District No. 43 Commissioner Position No. 1 nonpartisan office,23209,12453,2011,August,primary election
"King County Fire Protection District No. 43 Commissioner Position No. 4 nonpartisan office, short and full term",23209,12453,2011,August,primary election
Tahoma School District No. 409 Director District No. 2 nonpartisan office,22949,12353,2011,August,primary election
Tahoma School District No. 409 Director District No. 3 nonpartisan office,22949,12353,2011,August,primary election
Tahoma School District No. 409 Director District No. 4 nonpartisan office,22949,12353,2011,August,primary election
Cedar River Water and Sewer District Commissioner Position No. 1 nonpartisan office,14228,7632,2011,August,primary election
City of Auburn Council Position No. 1 nonpartisan office,27905,13557,2011,August,primary election
City of Auburn Council Position No. 3 nonpartisan office,27905,13557,2011,August,primary election
City of Auburn Council Position No. 5 nonpartisan office,27905,13557,2011,August,primary election
City of Auburn Council Position No. 7 nonpartisan office,27905,13557,2011,August,primary election
King County Water District No. 111 Commissioner Position No. 1 nonpartisan office,8465,4208,2011,August,primary election
King County Water District No. 119 Commissioner Position No. 1 nonpartisan office,2751,1393,2011,August,primary election
"King County Water District No. 119 Commissioner Position No. 3 nonpartisan office, unexpired 4-year term",2751,1393,2011,August,primary election
King County Airport District Commissioner Position No. 1 nonpartisan office,7833,4756,2011,August,primary election
"King County Airport District Commissioner Position No. 2 nonpartisan office, short and full term",7833,4756,2011,August,primary election
"King County Airport District Commissioner Position No. 3 nonpartisan office, short and full term",7833,4756,2011,August,primary election
King County Cemetery District No. 1 Commissioner Position No. 1 nonpartisan office,7833,4756,2011,August,primary election
King County Water District No. 19 Commissioner Position No. 1 nonpartisan office,2136,1291,2011,August,primary election
Metropolitan King County Council District No. 8 nonpartisan office,110132,57746,2011,August,primary election
Vashon Island Fire and Rescue Commissioner Position No. 1 nonpartisan office,7833,4756,2011,August,primary election
"Vashon Island Fire and Rescue Commissioner Position No. 4 nonpartisan office, short and full term",7833,4756,2011,August,primary election
Vashon Island School District No. 402 Director Position No. 1 nonpartisan office,7833,4756,2011,August,primary election
Vashon Island School District No. 402 Director Position No. 3 nonpartisan office,7833,4756,2011,August,primary election
Vashon Island School District No. 402 Director Position No. 5 nonpartisan office,7833,4756,2011,August,primary election
Vashon Sewer District Commissioner Position No. 1 nonpartisan office,615,337,2011,August,primary election
"Vashon Sewer District Commissioner Position No. 3 nonpartisan office, unexpired 4-year term",615,337,2011,August,primary election
Vashon-Maury Island Park and Recreation District Commissioner Position No. 1 nonpartisan office,7833,4756,2011,August,primary election
Vashon-Maury Island Park and Recreation District Commissioner Position No. 3 nonpartisan office,7833,4756,2011,August,primary election
"Vashon-Maury Island Park and Recreation District Commissioner Position No. 5 nonpartisan office, short and full term",7833,4756,2011,August,primary election
Sammamish Plateau Water and Sewer District Commissioner Position No. 1 nonpartisan office,33114,17161,2011,August,primary election
Sammamish Plateau Water and Sewer District Commissioner Position No. 4 nonpartisan office,33114,17161,2011,August,primary election
City of Black Diamond Council Position No. 1 nonpartisan office,2572,1592,2011,August,primary election
City of Black Diamond Council Position No. 3 nonpartisan office,2572,1592,2011,August,primary election
City of Black Diamond Council Position No. 5 nonpartisan office,2572,1592,2011,August,primary election
Covington Water District Commissioner Position No. 1 nonpartisan office,29376,15213,2011,August,primary election
Covington Water District Commissioner Position No. 4 nonpartisan office,29376,15213,2011,August,primary election
Enumclaw School District No. 216 Director District No. 1 nonpartisan office,15504,8211,2011,August,primary election
"Enumclaw School District No. 216 Director District No. 2 nonpartisan office, unexpired 2-year term",15504,8211,2011,August,primary election
Enumclaw School District No. 216 Director District No. 3 nonpartisan office,15504,8211,2011,August,primary election
Enumclaw School District No. 216 Director District No. 4 nonpartisan office,15504,8211,2011,August,primary election
Town of Beaux Arts Village Council Position No. 2 nonpartisan office,215,135,2011,August,primary election
Town of Beaux Arts Village Council Position No. 4 nonpartisan office,215,135,2011,August,primary election
City of Bellevue Council Position No. 1 nonpartisan office,66425,35865,2011,August,primary election
City of Bellevue Council Position No. 3 nonpartisan office,66425,35865,2011,August,primary election
City of Bellevue Council Position No. 5 nonpartisan office,66425,35865,2011,August,primary election
City of Bellevue Council Position No. 7 nonpartisan office,66425,35865,2011,August,primary election
Highline School District No. 401 Director District No. 1 nonpartisan office,56914,29098,2011,August,primary election
Highline School District No. 401 Director District No. 4 nonpartisan office,56914,29098,2011,August,primary election
Highline School District No. 401 Director District No. 5 nonpartisan office,56914,29098,2011,August,primary election
King County Water District No. 20 Commissioner Position No. 1 nonpartisan office,13697,6230,2011,August,primary election
"King County Water District No. 20 Commissioner Position No. 3 nonpartisan office, unexpired 4-year term",13697,6230,2011,August,primary election
King County Water District No. 45 Commissioner Position No. 1 nonpartisan office,1351,548,2011,August,primary election
"King County Water District No. 45 Commissioner Position No. 3 nonpartisan office, unexpired 4-year term",1351,548,2011,August,primary election
"North Highline Fire District Commissioner Position No. 1 nonpartisan office, short and full term",7216,3106,2011,August,primary election
Southwest Suburban Sewer District Commissioner Position No. 1 nonpartisan office,31568,16879,2011,August,primary election
"Southwest Suburban Sewer District Commissioner Position No. 3 nonpartisan office, unexpired 4-year term",31568,16879,2011,August,primary election
Valley View Sewer District Commissioner Position No. 1 nonpartisan office,14195,6347,2011,August,primary election
King County Fire Protection District No. 37 Commissioner Position No. 1 nonpartisan office,13426,6510,2011,August,primary election
King County Fire Protection District No. 44 Commissioner Position No. 1 nonpartisan office,11729,6316,2011,August,primary election
King County Water District No. 125 Commissioner Position No. 1 nonpartisan office,5672,2416,2011,August,primary election
Highline Water District Commissioner Position No. 1 nonpartisan office,32046,16504,2011,August,primary election
King County Fire Protection District No. 28 Commissioner Position No. 1 nonpartisan office,11179,5790,2011,August,primary election
King County Fire Protection District No. 28 Proposition No. 1 Increasing Number of Commissioners,11179,5790,2011,August,primary election
King County Fire Protection District No. 31 Commissioner Position No. 1 nonpartisan office,85,46,2011,August,primary election
"King County Fire Protection District No. 31 Commissioner Position No. 3 nonpartisan office, unexpired 4-year term",85,46,2011,August,primary election
City of Bothell Council Position No. 2 nonpartisan office,9734,5329,2011,August,primary election
City of Bothell Council Position No. 4 nonpartisan office,9734,5329,2011,August,primary election
City of Bothell Council Position No. 6 nonpartisan office,9734,5329,2011,August,primary election
Northshore Utility District Commissioner Position No. 1 nonpartisan office,46309,24535,2011,August,primary election
Northshore Utility District Commissioner Position No. 4 nonpartisan office,46309,24535,2011,August,primary election
King County Fire Protection District No. 25 Commissioner Position No. 1 nonpartisan office,5063,2810,2011,August,primary election
King County Water District No. 90 Commissioner Position No. 1 nonpartisan office,13000,6652,2011,August,primary election
Fife School District No. 417 Director District No. 1 nonpartisan office,2518,1297,2011,August,primary election
Fife School District No. 417 Director District No. 2 nonpartisan office,2518,1297,2011,August,primary election
City of Burien Council Position No. 2 nonpartisan office,22405,11283,2011,August,primary election
City of Burien Council Position No. 4 nonpartisan office,22405,11283,2011,August,primary election
"City of Burien Council Position No. 6 nonpartisan office, short and full term",22405,11283,2011,August,primary election
King County Fire Protection District No. 2 Commissioner Position No. 1 nonpartisan office,27086,14316,2011,August,primary election
King County Water District No. 49 Commissioner Position No. 1 nonpartisan office,7078,3890,2011,August,primary election
Tukwila School District No. 406 Director District No. 2 nonpartisan office,6292,2778,2011,August,primary election
Tukwila School District No. 406 Director District No. 4 nonpartisan office,6292,2778,2011,August,primary election
Tukwila School District No. 406 Director District No. 5 nonpartisan office,6292,2778,2011,August,primary election
Midway Sewer District Commissioner Position No. 1 nonpartisan office,18632,9304,2011,August,primary election
City of Carnation Council Position No. 1 nonpartisan office,981,524,2011,August,primary election
City of Carnation Council Position No. 3 nonpartisan office,981,524,2011,August,primary election
City of Carnation Council Position No. 5 nonpartisan office,981,524,2011,August,primary election
City of Carnation Proposition No. 1  Levy for Criminal Justice Services and Cash Reserve Stabilization,981,524,2011,August,primary election
King County Fire Protection District No. 47 Commissioner Position No. 1 nonpartisan office,1165,595,2011,August,primary election
City of Clyde Hill Council Position No. 2 nonpartisan office,2156,1350,2011,August,primary election
City of Clyde Hill Council Position No. 4 nonpartisan office,2156,1350,2011,August,primary election
City of Clyde Hill Mayor nonpartisan office,2156,1350,2011,August,primary election
Seattle School District No. 1 Director District No. 1 nonpartisan office,373975,197664,2011,August,primary election
Seattle School District No. 1 Director District No. 2 nonpartisan office,373975,197664,2011,August,primary election
Seattle School District No. 1 Director District No. 3 nonpartisan office,373975,197664,2011,August,primary election
Seattle School District No. 1 Director District No. 6 nonpartisan office,373975,197664,2011,August,primary election
City of Covington Council Position No. 1 nonpartisan office,9418,4378,2011,August,primary election
City of Covington Council Position No. 3 nonpartisan office,9418,4378,2011,August,primary election
City of Covington Council Position No. 5 nonpartisan office,9418,4378,2011,August,primary election
City of Covington Council Position No. 7 nonpartisan office,9418,4378,2011,August,primary election
City of Des Moines Council Position No. 2 nonpartisan office,14805,7922,2011,August,primary election
City of Des Moines Council Position No. 4 nonpartisan office,14805,7922,2011,August,primary election
City of Des Moines Council Position No. 6 nonpartisan office,14805,7922,2011,August,primary election
City of Des Moines Proposition No. 1 Utility Occupation Tax for Des Moines Beach Park and Streets,14805,7922,2011,August,primary election
Des Moines Pool Metropolitan Park District Commissioner Position No. 5 nonpartisan office,14805,7922,2011,August,primary election
"King County Water District No. 54 Commissioner Position No. 1 nonpartisan office, short and full term",2007,1267,2011,August,primary election
"City of Duvall Council Position No. 2 nonpartisan office, short and full term",3729,1847,2011,August,primary election
City of Duvall Council Position No. 4 nonpartisan office,3729,1847,2011,August,primary election
"City of Duvall Council Position No. 7 nonpartisan office, short and full term",3729,1847,2011,August,primary election
City of Enumclaw Council Position No. 2 nonpartisan office,6262,3244,2011,August,primary election
City of Enumclaw Council Position No. 4 nonpartisan office,6262,3244,2011,August,primary election
City of Enumclaw Council Position No. 6 nonpartisan office,6262,3244,2011,August,primary election
City of Federal Way Council Position No. 1 nonpartisan office,39776,18193,2011,August,primary election
City of Federal Way Council Position No. 3 nonpartisan office,39776,18193,2011,August,primary election
City of Federal Way Council Position No. 5 nonpartisan office,39776,18193,2011,August,primary election
City of Federal Way Council Position No. 7 nonpartisan office,39776,18193,2011,August,primary election
King County Fire Protection District No. 24 Commissioner Position No. 1 nonpartisan office,14,8,2011,August,primary election
Northeast Sammamish Sewer and Water District Commissioner Position No. 1 nonpartisan office,8345,4453,2011,August,primary election
"Northeast Sammamish Sewer and Water District Commissioner Position No. 2 nonpartisan office, unexpired 2-year term",8345,4453,2011,August,primary election
King County Water District No. 117 Commissioner Position No. 1 nonpartisan office,83,56,2011,August,primary election
"King County Water District No. 117 Commissioner Position No. 3 nonpartisan office, unexpired 4-year term",83,56,2011,August,primary election
"Town of Hunts Point Council Position No. 1 nonpartisan office, unexpired 2-year term",323,225,2011,August,primary election
Town of Hunts Point Council Position No. 2 nonpartisan office,323,225,2011,August,primary election
"Town of Hunts Point Council Position No. 4 nonpartisan office, short and full term",323,225,2011,August,primary election
"Town of Hunts Point Council Position No. 5 nonpartisan office, unexpired 2-year term",323,225,2011,August,primary election
City of Issaquah Council Position No. 2 nonpartisan office,17010,8917,2011,August,primary election
City of Issaquah Council Position No. 4 nonpartisan office,17010,8917,2011,August,primary election
"City of Issaquah Council Position No. 5 nonpartisan office, unexpired 2-year term",17010,8917,2011,August,primary election
City of Issaquah Council Position No. 6 nonpartisan office,17010,8917,2011,August,primary election
City of Kent Council Position No. 1 nonpartisan office,49976,22922,2011,August,primary election
City of Kent Council Position No. 3 nonpartisan office,49976,22922,2011,August,primary election
City of Kent Council Position No. 5 nonpartisan office,49976,22922,2011,August,primary election
City of Kent Council Position No. 7 nonpartisan office,49976,22922,2011,August,primary election
City of Kirkland Council Position No. 2 nonpartisan office,47873,24814,2011,August,primary election
City of Kirkland Council Position No. 4 nonpartisan office,47873,24814,2011,August,primary election
City of Kirkland Council Position No. 6 nonpartisan office,47873,24814,2011,August,primary election
Finn Hill Park and Recreation District Commissioner Position No. 1 nonpartisan office,9869,5402,2011,August,primary election
"Finn Hill Park and Recreation District Commissioner Position No. 4 nonpartisan office, short and full term",9869,5402,2011,August,primary election
King County Water District No. 1 Commissioner Position No. 1 nonpartisan office,418,253,2011,August,primary election
King County Water District No. 1 Commissioner Position No. 4 nonpartisan office,418,253,2011,August,primary election
City of Kenmore Council Position No. 1 nonpartisan office,12914,7123,2011,August,primary election
City of Kenmore Council Position No. 3 nonpartisan office,12914,7123,2011,August,primary election
City of Kenmore Council Position No. 5 nonpartisan office,12914,7123,2011,August,primary election
City of Kenmore Council Position No. 7 nonpartisan office,12914,7123,2011,August,primary election
King County Fire Protection District No. 16 Commissioner Position No. 1 nonpartisan office,23190,13538,2011,August,primary election
King County Water District No. 123 Commissioner Position No. 1 nonpartisan office,135,77,2011,August,primary election
City of Lake Forest Park Council Position No. 2 nonpartisan office,9408,5964,2011,August,primary election
City of Lake Forest Park Council Position No. 4 nonpartisan office,9408,5964,2011,August,primary election
City of Lake Forest Park Council Position No. 6 nonpartisan office,9408,5964,2011,August,primary election
City of Lake Forest Park Mayor nonpartisan office,9408,5964,2011,August,primary election
Shoreline School District No. 412 Director District No. 1 nonpartisan office,42792,24078,2011,August,primary election
Shoreline School District No. 412 Director District No. 4 nonpartisan office,42792,24078,2011,August,primary election
Shoreline School District No. 412 Director District No. 5 nonpartisan office,42792,24078,2011,August,primary election
Shoreline School District No. 412 Proposition No. 1 Supplemental Levy to Support Class Size,42792,24078,2011,August,primary election
"Lake Forest Park Water District Commissioner Position No. 1 nonpartisan office, short and full term",1812,1185,2011,August,primary election
"Lake Forest Park Water District Commissioner Position No. 3 nonpartisan office, unexpired 4-year term",1812,1185,2011,August,primary election
Shoreline Water District Commissioner Position No. 1 nonpartisan office,15188,8242,2011,August,primary election
Coal Creek Utility District Commissioner Position No. 1 nonpartisan office,7072,3671,2011,August,primary election
"City of Medina Council Position No. 2 nonpartisan office, short and full term",2160,1317,2011,August,primary election
City of Medina Council Position No. 4 nonpartisan office,2160,1317,2011,August,primary election
City of Medina Council Position No. 6 nonpartisan office,2160,1317,2011,August,primary election
"City of Mercer Island Council Position No. 1 nonpartisan office, short and full term",16632,9926,2011,August,primary election
City of Mercer Island Council Position No. 3 nonpartisan office,16632,9926,2011,August,primary election
City of Mercer Island Council Position No. 5 nonpartisan office,16632,9926,2011,August,primary election
City of Mercer Island Council Position No. 7 nonpartisan office,16632,9926,2011,August,primary election
Mercer Island School District No. 400 Director Position No. 1 nonpartisan office,16632,9926,2011,August,primary election
Mercer Island School District No. 400 Director Position No. 3 nonpartisan office,16632,9926,2011,August,primary election
Mercer Island School District No. 400 Director Position No. 5 nonpartisan office,16632,9926,2011,August,primary election
"City of Milton Council Position No. 1 nonpartisan office, unexpired 2-year term",569,321,2011,August,primary election
City of Milton Council Position No. 4 nonpartisan office,569,321,2011,August,primary election
City of Milton Council Position No. 6 nonpartisan office,569,321,2011,August,primary election
City of Milton Council Position No. 7 nonpartisan office,569,321,2011,August,primary election
"City of Milton Mayor nonpartisan office, unexpired 2-year term",569,321,2011,August,primary election
"City of Maple Valley Council Position No. 1 nonpartisan office, short and full term",12791,6618,2011,August,primary election
City of Maple Valley Council Position No. 3 nonpartisan office,12791,6618,2011,August,primary election
City of Maple Valley Council Position No. 5 nonpartisan office,12791,6618,2011,August,primary election
City of Maple Valley Council Position No. 7 nonpartisan office,12791,6618,2011,August,primary election
City of North Bend Council Position No. 1 nonpartisan office,3353,2086,2011,August,primary election
City of North Bend Council Position No. 3 nonpartisan office,3353,2086,2011,August,primary election
City of North Bend Council Position No. 5 nonpartisan office,3353,2086,2011,August,primary election
"City of North Bend Council Position No. 6 nonpartisan office, unexpired 2-year term",3353,2086,2011,August,primary election
"City of North Bend Council Position No. 7 nonpartisan office, short and full term",3353,2086,2011,August,primary election
City of North Bend Mayor nonpartisan office,3353,2086,2011,August,primary election
North Bend Transportation Benefit District No. 1 Proposition No. 1 Sales and Use Tax for Transportation Improvements,3353,2086,2011,August,primary election
City of Newcastle Council Position No. 1 nonpartisan office,6133,3210,2011,August,primary election
City of Newcastle Council Position No. 2 nonpartisan office,6133,3210,2011,August,primary election
City of Newcastle Council Position No. 3 nonpartisan office,6133,3210,2011,August,primary election
City of Newcastle Council Position No. 4 nonpartisan office,6133,3210,2011,August,primary election
City of Normandy Park Council Position No. 1 nonpartisan office,4681,3033,2011,August,primary election
City of Normandy Park Council Position No. 3 nonpartisan office,4681,3033,2011,August,primary election
"City of Normandy Park Council Position No. 5 nonpartisan office, short and full term",4681,3033,2011,August,primary election
City of Normandy Park Council Position No. 7 nonpartisan office,4681,3033,2011,August,primary election
City of Pacific Council Position No. 1 nonpartisan office,2591,1205,2011,August,primary election
City of Pacific Council Position No. 3 nonpartisan office,2591,1205,2011,August,primary election
City of Pacific Council Position No. 6 nonpartisan office,2591,1205,2011,August,primary election
City of Pacific Mayor nonpartisan office,2591,1205,2011,August,primary election
City of Pacific Proposition No. 1 Levy Lid Lift for Street Improvements,2591,1205,2011,August,primary election
City of Redmond Council Position No. 1 nonpartisan office,26035,13076,2011,August,primary election
City of Redmond Council Position No. 3 nonpartisan office,26035,13076,2011,August,primary election
City of Redmond Council Position No. 5 nonpartisan office,26035,13076,2011,August,primary election
City of Redmond Council Position No. 7 nonpartisan office,26035,13076,2011,August,primary election
City of Redmond Mayor nonpartisan office,26035,13076,2011,August,primary election
City of Renton Council Position No. 3 nonpartisan office,42539,19411,2011,August,primary election
City of Renton Council Position No. 4 nonpartisan office,42539,19411,2011,August,primary election
City of Renton Council Position No. 5 nonpartisan office,42539,19411,2011,August,primary election
City of Renton Council Position No. 7 nonpartisan office,42539,19411,2011,August,primary election
City of Renton Mayor nonpartisan office,42539,19411,2011,August,primary election
City of Sammamish Council Position No. 2 nonpartisan office,27117,14105,2011,August,primary election
City of Sammamish Council Position No. 4 nonpartisan office,27117,14105,2011,August,primary election
City of Sammamish Council Position No. 6 nonpartisan office,27117,14105,2011,August,primary election
City of Seattle Council Position No. 1 nonpartisan office,373630,197524,2011,August,primary election
City of Seattle Council Position No. 3 nonpartisan office,373630,197524,2011,August,primary election
City of Seattle Council Position No. 5 nonpartisan office,373630,197524,2011,August,primary election
City of Seattle Council Position No. 7 nonpartisan office,373630,197524,2011,August,primary election
